Date,Title,EngTitle,JapEngTitle
2020-09-23 15:57:00,"""증여세 132억 돌려달라"" 서정진 셀트리온 회장, 항소심서도 패소","Celltrion Chairman Seo Jeong-jin loses the appeals court ""Please return 13.2 billion won in donation tax""","""증여세 132억 돌려달라"" 서정진 셀트리온 회장, 항소심서도 패소"
2020-09-23 14:22:00,'증여세 132억 소송' 서정진 셀트리온 회장 항소심도 패소,Celltrion Chairman Seo Jeong-jin loses the appeal of the '13.2 billion donation tax lawsuit','증여세 132억 소송' 서정진 셀트리온 회장 항소심도 패소
2020-09-19 11:01:00,"[제약 바이오 이모저모] 셀트리온, 코로나19 항체 치료제 임상 2·3...","[Pharmaceutical Bio Essence] Celltrion, COVID-19 antibody treatment clinical trial 2/3...","[제약 바이오 이모저모] 셀트리온, 코로나19 항체 치료제 임상 2·3..."
2020-09-18 15:02:00,Celltrion to file for emergency approva...,Celltrion to file for emergency approval...,Celltrion to file for emergency approva...
2020-09-18 11:35:00,[이데일리N] 셀트리온 항체치료제 임상 2·3상 승인…“연내 종료 계획...,[EDaily N] Celltrion antibody treatment clinical phase 2 and 3 approval… “Plan to end this year...,[이데일리N] 셀트리온 항체치료제 임상 2·3상 승인…“연내 종료 계획...
2020-09-18 11:33:00,"셀트리온 치료제 조건부승인 받나…정부 ""가정 어렵다""","Will Celltrion treatment be conditionally approved? Government ""home is difficult""","셀트리온 치료제 조건부승인 받나…정부 ""가정 어렵다"""
2020-09-18 09:16:00,"[특징주]셀트리온 3사, 코로나 19 치료제 2·3상 소식에 강세",[Features] Three Celltrion companies are strong on the news of Phase 2 and 3 of COVID-19 treatment,"[특징주]셀트리온 3사, 코로나 19 치료제 2·3상 소식에 강세"
2020-09-18 08:35:00,"'임상 2·3상 승인' 셀트리온 치료제, 연내 사용 가능할까",Can Celltrion treatment be used within this year?,"'임상 2·3상 승인' 셀트리온 치료제, 연내 사용 가능할까"
2020-09-18 07:53:00,"셀트리온 코로나19 항체치료제, 임상 2·3상 돌입",Celltrion COVID-19 antibody treatment begins phase 2 and 3 clinical trials,"셀트리온 코로나19 항체치료제, 임상 2·3상 돌입"
2020-09-17 18:09:00,"[종합] 셀트리온 ""코로나19 치료제 임상 2·3상, 연내 종료 계획""","[Comprehensive] Celltrion ""Corona 19 treatment phase 2 and 3 clinical trials planned to end within the year""","[종합] 셀트리온 ""코로나19 치료제 임상 2·3상, 연내 종료 계획"""
2020-09-17 17:30:00,"식약처, 셀트리온 항체치료제 '임상 2·3상' 승인",Ministry of Food and Drug Safety approves Celltrion antibody treatment'Clinical Phase 2 and 3,"식약처, 셀트리온 항체치료제 '임상 2·3상' 승인"
2020-09-17 17:07:00,셀트리온 코로나19 항체치료제 임상 2·3상 동시 승인,Simultaneous approval for Phase 2 and 3 clinical trials of Celltrion Corona 19 antibody treatment,셀트리온 코로나19 항체치료제 임상 2·3상 동시 승인
2020-09-17 17:07:00,셀트리온 코로나19 항체치료제 임상 2·3상 동시 승인,Simultaneous approval for Phase 2 and 3 clinical trials of Celltrion Corona 19 antibody treatment,셀트리온 코로나19 항체치료제 임상 2·3상 동시 승인
2020-09-23 14:22:00,'증여세 132억 소송' 서정진 셀트리온 회장 항소심도 패소,Celltrion Chairman Seo Jeong-jin loses the appeal of the '13.2 billion donation tax lawsuit','증여세 132억 소송' 서정진 셀트리온 회장 항소심도 패소
2020-09-19 11:01:00,"[제약 바이오 이모저모] 셀트리온, 코로나19 항체 치료제 임상 2·3...","[Pharmaceutical Bio Essence] Celltrion, COVID-19 antibody treatment clinical trial 2/3...","[제약 바이오 이모저모] 셀트리온, 코로나19 항체 치료제 임상 2·3..."
2020-09-18 15:02:00,Celltrion to file for emergency approva...,Celltrion to file for emergency approval...,Celltrion to file for emergency approva...
2020-09-18 11:35:00,[이데일리N] 셀트리온 항체치료제 임상 2·3상 승인…“연내 종료 계획...,[EDaily N] Celltrion antibody treatment clinical phase 2 and 3 approval… “Plan to end this year...,[이데일리N] 셀트리온 항체치료제 임상 2·3상 승인…“연내 종료 계획...
2020-09-18 11:33:00,"셀트리온 치료제 조건부승인 받나…정부 ""가정 어렵다""","Will Celltrion treatment be conditionally approved? Government ""home is difficult""","셀트리온 치료제 조건부승인 받나…정부 ""가정 어렵다"""
2020-09-18 09:16:00,"[특징주]셀트리온 3사, 코로나 19 치료제 2·3상 소식에 강세",[Features] Three Celltrion companies are strong on the news of Phase 2 and 3 of COVID-19 treatment,"[특징주]셀트리온 3사, 코로나 19 치료제 2·3상 소식에 강세"
2020-09-18 08:35:00,"'임상 2·3상 승인' 셀트리온 치료제, 연내 사용 가능할까",Can Celltrion treatment be used within this year?,"'임상 2·3상 승인' 셀트리온 치료제, 연내 사용 가능할까"
2020-09-18 07:53:00,"셀트리온 코로나19 항체치료제, 임상 2·3상 돌입",Celltrion COVID-19 antibody treatment begins phase 2 and 3 clinical trials,"셀트리온 코로나19 항체치료제, 임상 2·3상 돌입"
2020-09-17 18:09:00,"[종합] 셀트리온 ""코로나19 치료제 임상 2·3상, 연내 종료 계획""","[Comprehensive] Celltrion ""Corona 19 treatment phase 2 and 3 clinical trials planned to end within the year""","[종합] 셀트리온 ""코로나19 치료제 임상 2·3상, 연내 종료 계획"""
2020-09-17 17:30:00,"식약처, 셀트리온 항체치료제 '임상 2·3상' 승인",Ministry of Food and Drug Safety approves Celltrion antibody treatment'Clinical Phase 2 and 3,"식약처, 셀트리온 항체치료제 '임상 2·3상' 승인"
2020-09-17 17:07:00,셀트리온 코로나19 항체치료제 임상 2·3상 동시 승인,Simultaneous approval for Phase 2 and 3 clinical trials of Celltrion Corona 19 antibody treatment,셀트리온 코로나19 항체치료제 임상 2·3상 동시 승인
2020-09-17 17:07:00,셀트리온 코로나19 항체치료제 임상 2·3상 동시 승인,Simultaneous approval for Phase 2 and 3 clinical trials of Celltrion Corona 19 antibody treatment,셀 트리온 코로나 19 항체 치료제 임상 2 · 3 상 동시 승인
2020-09-17 17:25:00,"셀트리온, 코로나19 항체 치료제 임상 2·3상 승인(종합)","Celltrion, approved for Phase 2 and 3 clinical trials for COVID-19 antibody treatment (comprehensive)",セルトリオン、コロナ19抗体治療剤の臨床2・3相の承認（総合）
2020-09-17 17:18:00,"셀트리온, 코로나19 항체 치료제 임상 2·3상 승인(속보)",Celltrion Approved Phase 2 and 3 Clinical Trials for Corona 19 Antibody Treatment (Breaking News),"Celltrion, Corona 19 antibody therapeutic agent clinical phase 2-3 approval (flash report)"
2020-09-17 05:11:00,"셀트리온, 항체치료제 9만명분 생산 돌입…""연내 긴급승인 기대""","Celltrion begins production of 90,000 antibody treatments... ""Expecting emergency approval within the year""","셀트리온, 항체치료제 9만명분 생산 돌입…""연내 긴급승인 기대"""
2020-09-16 17:42:00,"셀트리온 ""코로나 치료제 9만명분 생산 시작""","Celltrion ""Began producing 90,000 corona drugs""",セルトリオン」コロナ治療9万人分の生産を開始」
2020-09-16 17:37:00,"[세계지식포럼] ""코로나 언제 끝나냐면""…서정진 셀트리온 회장 ""빨라도...","[World Knowledge Forum] ""When will the corona end?""... Seo Jeong-jin, Chairman of Celltrion, ""As soon as possible...","[세계지식포럼] ""코로나 언제 끝나냐면""…서정진 셀트리온 회장 ""빨라도..."
2020-09-17 17:25:00,"셀트리온, 코로나19 항체 치료제 임상 2·3상 승인(종합)","Celltrion, approved for Phase 2 and 3 clinical trials for COVID-19 antibody treatment (comprehensive)",セルトリオン、コロナ19抗体治療剤の臨床2・3相の承認（総合）
2020-09-17 17:18:00,"셀트리온, 코로나19 항체 치료제 임상 2·3상 승인(속보)",Celltrion Approved Phase 2 and 3 Clinical Trials for Corona 19 Antibody Treatment (Breaking News),"셀 트리온, 코로나 19 항체 치료제 임상 2 · 3 상 승인 (속보)"
2020-09-17 05:11:00,"셀트리온, 항체치료제 9만명분 생산 돌입…""연내 긴급승인 기대""","Celltrion begins production of 90,000 antibody treatments... ""Expecting emergency approval within the year""","Celltrion rushes into production for 90,000 antibody therapeutics ... ""Expect urgent approval within the year"""
2020-09-17 17:07:00,셀트리온 코로나19 항체치료제 임상 2·3상 동시 승인,Simultaneous approval for Phase 2 and 3 clinical trials of Celltrion Corona 19 antibody treatment,セルトリオンコロナ19抗体治療剤の臨床2・3相同時承認
2020-09-17 17:07:00,셀트리온 코로나19 항체치료제 임상 2·3상 동시 승인,Simultaneous approval for Phase 2 and 3 clinical trials of Celltrion Corona 19 antibody treatment,Simultaneous clinical approval of Sertorion Corona 19 antibody therapeutic agent
2020-09-16 17:42:00,"셀트리온 ""코로나 치료제 9만명분 생산 시작""","Celltrion ""Began producing 90,000 corona drugs""","Celltrion ""Started production for 90,000 corona treatments"""
2020-09-16 17:37:00,"[세계지식포럼] ""코로나 언제 끝나냐면""…서정진 셀트리온 회장 ""빨라도...","[World Knowledge Forum] ""When will the corona end?""... Seo Jeong-jin, Chairman of Celltrion, ""As soon as possible...","[World Knowledge Forum] ""When will Corona end?"" ... Chairman Seo Jung Jin Sertorion ""Early ..."
2020-09-15 18:55:00,딸람이 알려주는 오늘의 특징주...한화솔루션·씨젠·셀트리온·오스템,"Today's characteristic note from Talam... Hanwha Solution, Seegene, Celltrion, Osstem",딸람 이 알려 주는 오늘 의 특징 주 ... 한화 솔루션 · 씨젠 · 셀트 리온 · 오스템
2020-09-15 16:57:00,"[공시]셀트리온, 셀트리오헬스케어와 305억 규모 공급계약 체결",[Disclosure] Celltrion and Celltrio Healthcare signed a supply contract worth 30.5 billion won,"[공시] 셀트 리온, 셀트리 오헬스 케어와 305 억 규모 공급 계약 체결"
2020-09-15 16:54:00,"셀트리온, 셀트리오헬스케어와 305억 규모 공급계약 체결",Celltrion and Celltrio Healthcare signed a supply contract worth 30.5 billion won,"셀트 리온, 셀트리 오헬스 케어와 305억 규모 공급 계약 체결"
2020-09-14 17:24:00,셀트리온과 소액주주 '끈끈한 전우애' 만들어간 사연은…,The story behind Celltrion and minority shareholders''sticky fellowship'...,"The situation during the creation of ""The stickiness of Celltrion and small shareholders is a fraternity ..."""
2020-09-14 15:20:00,'주식 아닌 종교'…셀트리온과 소액주주는 어떻게 팬덤 형성했나,"'Religion, not stock'... How did Celltrion and minority shareholders form a fandom?","""Religions other than stocks"" ... How did Celltrion and small shareholders form a fan base?"
2020-09-14 16:06:00,“니콜라·셀트리온 팔아라” 보고서에… 고개드는 공매도 음모론,In the report “Sell Nikola and Celltrion”… Short selling conspiracy theory,"""Nikola Celltrion Selling"" Report ... Short Selling Conspiracy Theory"
2020-09-14 06:58:00,"[김대성의 종목분석] 셀트리온, JP모건의 매도 의견에도 주가 버티는 ...","[Kim Dae-sung's Stock Analysis] Celltrion, JP Morgan's sell-off opinion still holds up the stock price...",[Analysis of Kim Dae-sung's event] Celltrion and JP Morgan's selling opinions also support stock prices ...
2020-09-12 11:31:00,"[제약 바이오 이모저모] 셀트리온 ""코로나19 치료제, 임상1상에서 안...","[Pharmaceutical Bio] Celltrion ""Corona 19 treatment, not in phase 1 clinical...","[Restricted biotechnology] Celltrion ""Corona 19 therapeutic drug, not clinical 1 ..."
2020-09-14 17:24:00,셀트리온과 소액주주 '끈끈한 전우애' 만들어간 사연은…,The story behind Celltrion and minority shareholders''sticky fellowship'...,셀 트리 온과 소액 주주'끈끈한 전우 애'만들어 간 사연은…
2020-09-14 15:20:00,'주식 아닌 종교'…셀트리온과 소액주주는 어떻게 팬덤 형성했나,"'Religion, not stock'... How did Celltrion and minority shareholders form a fandom?",'주식 아닌 종교'… 셀트 리온과 소액 주주는 어떻게 팬덤 형성 했나
2020-09-14 16:06:00,“니콜라·셀트리온 팔아라” 보고서에… 고개드는 공매도 음모론,In the report “Sell Nikola and Celltrion”… Short selling conspiracy theory,「ニコラ・セルトリオン売れ」レポートに...もたげる空売り陰謀論
2020-09-14 06:58:00,"[김대성의 종목분석] 셀트리온, JP모건의 매도 의견에도 주가 버티는 ...","[Kim Dae-sung's Stock Analysis] Celltrion, JP Morgan's sell-off opinion still holds up the stock price...","[김대성의 종목분석] 셀트리온, JP모건의 매도 의견에도 주가 버티는 ..."
2020-09-12 11:31:00,"[제약 바이오 이모저모] 셀트리온 ""코로나19 치료제, 임상1상에서 안...","[Pharmaceutical Bio] Celltrion ""Corona 19 treatment, not in phase 1 clinical...","[Restricted biotechnology] Celltrion ""Corona 19 therapeutic drug, not clinical 1 ..."
2020-09-12 08:03:00,"JP모건 ""셀트리온 19만원""에 ""너네 공매도 하려고?"" 음모론","JPMorgan's ""Celltrion KRW 190,000"" ""You want to sell your shorts?"" Conspiracy theory","JP Morgan ""Celltrion 190,000 won"" to ""Do you want to sell short?"" Conspiracy theory"
2020-09-11 16:49:00,"""JP모건 얘네 또 공매도 하려고?"", 셀트리온 의혹 제기된 이유","""JP Morgan's going to sell them short again?"", the reason Celltrion alleged","""JP Morgan Thing Thing, trying to sell short again?"", The reason why Celltrion was suspected"
2020-09-11 16:02:00,"셀트리온, 코로나19 항체치료제 임상 1상 안전성 확인",Celltrion confirms clinical safety of COVID-19 antibody treatment,"Celltrion, Corona 19 antibody therapeutic agent clinical phase 1 safety confirmation"
2020-09-11 12:22:00,"셀트리온, 코로나19 항체치료제 임상 1상 ""안전성 입증""","Celltrion, COVID-19 antibody treatment clinical phase 1 ""prove safety""","Celltrion Proves Safety of Corona 19 Antibody Therapeutic Phase 1 """
2020-09-11 11:27:00,"셀트리온, 코로나19 항체치료제 임상 1상 완료…""안전성·내약성·약동...","Celltrion completes phase 1 clinical trial for COVID-19 antibody treatment... ""Safety, tolerance, and dynamics...",セルトリオン、コロナ19抗体治療剤の臨床第1相終了... 「安全性・忍容性・躍動...
2020-09-11 11:27:00,"셀트리온, 코로나19 항체치료제 임상 1상 완료…""안전성·내약성·약동...","Celltrion completes phase 1 clinical trial for COVID-19 antibody treatment... ""Safety, tolerance, and dynamics...","Celltrion completes Phase 1 clinical phase of corona 19 antibody therapeutic ... ""Safety, tolerability, dynamism ..."""
2020-09-11 13:15:00,"셀트리온 코로나19 항체치료제, 임상 1상서 안전성 입증",Celltrion Corona 19 antibody treatment proved safety in Phase 1,"Sertorion Corona 19 antibody therapeutic agent, clinical 1 overwriting safety proof"
2020-09-11 11:23:00,"셀트리온, 항체치료제 개발 청신호…""임상1상서 안전성 입증""","Celltrion, green signal for developing antibody treatment... ""Proof of safety in clinical phase 1""","セルトリオン、抗体治療剤の開発青信号... 「臨床1上書安全性証明 """
2020-09-11 11:19:00,"셀트리온 ""코로나19 항체 치료제, 임상 1상서 안전성 입증""","Celltrion ""Corona 19 antibody treatment, proven safety in phase 1 clinical trial""","셀 트리온 ""코로나 19 항체 치료제, 임상 1 상서 안전성 입증"""
2020-09-11 08:06:00,"""셀트리온, 램시마SC 1조원 이상 매출 목표""","""Celltrion, Remsima SC aims to sell over 1 trillion won""","""Celltrion, RAM Shima SC sales target of 1 trillion won or more"""
2020-09-10 17:50:00,"셀트리온 ""JP모건, 짜맞추기 결론"" 정면 반박","Celltrion's ""JP Morgan, framing conclusions"" rebuttal","Celltrion ""JP Morgan, Assembly Conclusion"" Counterargument"
2020-09-10 17:30:00,거품 논란 비웃듯… 셀트리온 3형제 주가 반등,Like laughing at the bubble controversy... Celltrion's 3 brothers' share price rebound,Bubble debate as if ridiculing ... Celltrion 3 brothers stock price rebound
2020-09-10 16:38:00,"""JP모건 '비중축소' 의견은 짜맞추기""... 셀트리온, 긴급 간담회...","""JP Morgan's opinion on'reduction of weight' is put together""... Celltrion, emergency meeting...","「JPモルガン」の割合縮小」の意見は組み立て ""...セルトリオン、緊急懇談会..."
2020-09-10 16:19:00,"셀트리온 3형제, 매도 리포트 충격 딛고 반등",Celltrion's 3 brothers rebound after sales report shock,"Celltrion 3 brothers, selling report shocking repulsion"
2020-09-10 15:02:00,또 외국계 증권사 공격 받은 셀트리온…전적은 '우세승',Celltrion also attacked by foreign securities companies... The record was'superior win',"In addition, Celltrion was attacked by a foreign-affiliated securities company ... The battle record is ""dominant win"""
2020-09-10 13:57:00,셀트리온 긴급 애널 간담회...JP모건 리포트 반박하나,Celltrion's emergency analysis meeting ... refutes JP Morgan report,Celltrion Emergency Anal Advisory Panel ... JP Morgan's Report Counterargument
2020-09-10 13:54:00,"목표주가 19만원 JP모건 보고서에...셀트리온 ""신뢰성 떨어져"" 반...","Target price of KRW 190,000 in JPMorgan report...Celltrion ""falls in reliability"" half...","Target stock price 190,000 yen JP Morgan's report ... Celltrion ""Away from reliability"" Half ..."
2020-09-10 12:04:00,"셀트리온, JP모건 ‘목표주가 하향’ 보고서 정면반박","Celltrion, JPMorgan's'target price down' report counteracts",セルトリオン、JPモルガン「目標株価下方」レポート反論
2020-09-10 11:23:00,"셀트리온 “JP모건 보고서, 짜맞추기…신뢰성 떨어져”","Celltrion “JP Morgan report, put together… Off reliability”","Celltrion ""JP Morgan Report Assembled ... Away from Reliability"""
2020-09-10 10:12:00,"셀트리온, 주가 낮춰잡은 JP모건 보고서 반박…""짜맞추기""","Celltrion refutes JPMorgan report lowered the stock price... ""Fitting""","Celltrion holds down stock price JP Morgan Report Counterargument ... ""Assembly"""
2020-09-11 11:27:00,"셀트리온, 코로나19 항체치료제 임상 1상 완료…""안전성·내약성·약동학...","Celltrion completes phase 1 clinical trial for COVID-19 antibody treatment... ""Safety, tolerability, pharmacokinetics...","Celltrion ends clinical phase 1 of corona 19 antibody therapeutics ... ""Safety, tolerability, pharmacokinetics ..."""
2020-09-11 11:27:00,"셀트리온, 코로나19 항체치료제 임상 1상 완료…""안전성·내약성·약동학...","Celltrion completes phase 1 clinical trial for COVID-19 antibody treatment... ""Safety, tolerability, pharmacokinetics...","Celltrion ends clinical phase 1 of corona 19 antibody therapeutics ... ""Safety, tolerability, pharmacokinetics ..."""
2020-09-11 11:23:00,"셀트리온, 항체치료제 개발 청신호…""임상1상서 안전성 입증""","Celltrion, green signal for developing antibody treatment... ""Proof of safety in clinical phase 1""","セルトリオン、抗体治療剤の開発青信号... 「臨床1上書安全性証明 """
2020-09-11 11:19:00,"셀트리온 ""코로나19 항체 치료제, 임상 1상서 안전성 입증""","Celltrion ""Corona 19 antibody treatment, proven safety in phase 1 clinical trial""","Celltrion ""Corona 19 antibody therapeutic agent, clinical 1 overwriting safety proof"""
2020-09-11 08:06:00,"""셀트리온, 램시마SC 1조원 이상 매출 목표""","""Celltrion, Remsima SC aims to sell over 1 trillion won""","""Celltrion, RAM Shima SC sales target of 1 trillion won or more"""
2020-09-10 17:50:00,"셀트리온 ""JP모건, 짜맞추기 결론"" 정면 반박","Celltrion's ""JP Morgan, framing conclusions"" rebuttal","Celltrion ""JP Morgan, Assembly Conclusion"" Counterargument"
2020-09-10 17:30:00,거품 논란 비웃듯… 셀트리온 3형제 주가 반등,Like laughing at the bubble controversy... Celltrion's 3 brothers' share price rebound,泡議論あざ笑うかのよう...セルトリオン3兄弟株価反発
2020-09-10 16:38:00,"""JP모건 '비중축소' 의견은 짜맞추기""... 셀트리온, 긴급 간담회...","""JP Morgan's opinion on'reduction of weight' is put together""... Celltrion, emergency meeting...","「JPモルガン」の割合縮小」の意見は組み立て ""...セルトリオン、緊急懇談会..."
2020-09-10 16:19:00,"셀트리온 3형제, 매도 리포트 충격 딛고 반등",Celltrion's 3 brothers rebound after sales report shock,"Celltrion 3 brothers, selling report shocking repulsion"
2020-09-10 15:02:00,또 외국계 증권사 공격 받은 셀트리온…전적은 '우세승',Celltrion also attacked by foreign securities companies... The record was'superior win',"In addition, Celltrion was attacked by a foreign-affiliated securities company ... The battle record is ""dominant win"""
2020-09-10 13:57:00,셀트리온 긴급 애널 간담회...JP모건 리포트 반박하나,Celltrion's emergency analysis meeting ... refutes JP Morgan report,Celltrion Emergency Anal Advisory Panel ... JP Morgan's Report Counterargument
2020-09-10 13:54:00,"목표주가 19만원 JP모건 보고서에...셀트리온 ""신뢰성 떨어져"" 반...","Target price of KRW 190,000 in JPMorgan report...Celltrion ""falls in reliability"" half...","Target stock price 190,000 yen JP Morgan's report ... Celltrion ""Away from reliability"" Half ..."
2020-09-10 12:04:00,"셀트리온, JP모건 ‘목표주가 하향’ 보고서 정면반박","Celltrion, JPMorgan's'target price down' report counteracts","Celltrion, JP Morgan ""Target Stock Price Down"" Report Counterargument"
2020-09-10 11:23:00,"셀트리온 “JP모건 보고서, 짜맞추기…신뢰성 떨어져”","Celltrion “JP Morgan report, put together… Off reliability”","セルトリオン「JPモルガン報告書は、組み立て...信頼性を離れて """
2020-09-10 10:12:00,"셀트리온, 주가 낮춰잡은 JP모건 보고서 반박…""짜맞추기""","Celltrion refutes JPMorgan report lowered the stock price... ""Fitting""","Celltrion holds down stock price JP Morgan Report Counterargument ... ""Assembly"""
2020-09-10 17:20:00,"셀트리온, JP모간 보고서 반박…""결론 미리 내고 짜맞추기했다""","Celltrion refutes JP Morgan report... ""The conclusion was made in advance and put together""","Celltrion, JP Morgan Report Counterargument ... ""Conclusion Pre-assembled"""
2020-09-10 14:17:00,"셀트리온 ""짜맞추기식 구성""…JP모간 '매도 보고서' 반박","Celltrion ""Combined configuration""... JP Morgan refutes'Sell Report'","Celltrion ""Assembled Configuration"" ... JP Morgan ""Selling Report"" and Counterargument"
2020-09-10 11:01:00,"셀트리온·셀트리온헬스케어 ""JP모간 보고서, 신뢰성 떨어져""","Celltrion·Celltrion Healthcare “JP Morgan Report, Reliability Falls”","셀트 리온 · 셀트리 온헬스 케어 ""JP 모간 보고서, 신뢰성 떨어져"""
2020-09-10 10:17:00,셀트리온-JP모건 정면충돌…JP모건 보고서 조목조목 비판,Celltrion-JP Morgan frontal collision... Criticism of JPMorgan Report,Celltrion-JP Morgan head-on collision ... JP Morgan Report criticism
2020-09-10 10:09:00,"셀트리온·셀헬, JP모건 보고서 반박…“짜맞추기식 내용”",Celltrion and Cellhel refute JPMorgan report... “Function content”,セルトリオン・セルヘル、JPモルガンレポート反論... 「組み立て式の内容」
2020-09-10 10:00:00,"셀트리온, JP모건 보고서에 ""신뢰성 떨어진다"" 반박","Celltrion refutes ""lost reliability"" in JPMorgan report","Celltrion argues that JP Morgan's report is ""unreliable"""
2020-09-10 09:45:00,"셀트리온그룹 ""JP모건 보고서, 짜맞추기식 내용으로 구성돼 신뢰성 현...","Celltrion Group's ""JP Morgan Report, Consisting of Structured Contents, Reliability Present...","Sertorion Group ""JP Morgan Report is a highly reliable prefecture composed of prefabricated contents ..."
2020-09-10 08:21:00,"""셀트리온 줄여라"" ""삼성바이오 늘려라""…JP모건 차별 대우 왜?","""Reduce Celltrion"" ""Increase Samsung Bio""... JP Morgan Discrimination Why?","""셀트 리온 줄 여라"" ""삼성 바이 오 늘려라""… JP 모건 차별 대우 왜?"
2020-09-09 17:43:00,"JP모건 ""셀트리온 비싸"" 40% 싼 목표가 제시","JPMorgan ""Celltrion expensive"" 40% cheaper target price suggested","JPモルガン ""セルトリオン高い"" 40％安い目標提示"
2020-09-09 16:03:00,"JP모건 ""셀트리온 주가 절반은 거품…실적 하락 우려 있어""","JPMorgan ""Half of Celltrion's share price is bubble… there is concern about earnings decline""","JP Morgan ""Half the stock price of Celltrion is a bubble ... I'm worried about a decline in performance"""
2020-09-09 13:54:00,"""경쟁 심해지고 재고 너무 많다""…JP모건, 셀트리온 목표가 대폭 하...","""Competitiveness gets fierce and too much stock"" JP Morgan, Celltrion's goal is drastically...","""Competition is fierce and inventory is high"" ... JP Morgan, Celltrion target is significant ..."
2020-09-09 17:30:00,"JP모간 ""셀트리온 적정가 19만원""","JP Morgan ""Celltrion fair price 190,000 won""","JP Morgan ""Celltrion is appropriate 190,000 won"""
2020-09-09 15:48:00,'주가 40% 떨어진다'…JP모간 보고서에 급락한 셀트리온,'Stock price drops 40%'... Celltrion plunges in JP Morgan report,"""Stock price drops by 40%"" ... Celltrion plunged in JP Morgan's report"
2020-09-09 11:35:00,"휴마시스, 셀트리온과 공동개발 항원진단키트 식약처 수출 승인","Humasis, jointly developed antigen diagnosis kit with Celltrion, approved for export to the Ministry of Food and Drug Safety",Jointly developed with Humansis and Celltrion Antigen diagnostic kit Shikuyaku destination export approval
2020-09-09 09:34:00,[특징주]당국 발언 혼선에... 녹십자·셀트리온 약세,[Features] Confusion of government remarks... Green Cross and Celltrion weak,[Tukjinju] In the crosstalk of the authorities' remarks ... Green Cross / Celltrion Ahn
2020-09-08 17:32:00,"허가도 안 난 코로나 치료제 어떻게 생산...셀트리온, 승부수이자 자신...",How to produce corona treatment that has not been approved...,"Without permission I treat corona how to produce ... celltrions, games, myself ..."
2020-09-08 15:29:00,"방역당국 ""9월 셀트리온·10월 GC녹십자 코로나 치료제 생산""","Quarantine authorities ""September Celltrion, October GC Green Cross Corona Treatment Production""","방역 당국 ""9 월 셀 트리온 · 10 월 GC 녹십 자 코로나 치료제 생산"""
2020-09-10 15:02:00,또 외국계 증권사 공격 받은 셀트리온…전적은 '우세승',Celltrion also attacked by foreign securities companies... The record was'superior win',"In addition, Celltrion was attacked by a foreign-affiliated securities company ... The battle record is ""dominant win"""
2020-09-10 13:57:00,셀트리온 긴급 애널 간담회...JP모건 리포트 반박하나,Celltrion's emergency analysis meeting ... refutes JP Morgan report,Celltrion Emergency Anal Advisory Panel ... JP Morgan's Report Counterargument
2020-09-10 13:54:00,"목표주가 19만원 JP모건 보고서에...셀트리온 ""신뢰성 떨어져"" 반...","Target price of KRW 190,000 in JPMorgan report...Celltrion ""falls in reliability"" half...","Target stock price 190,000 yen JP Morgan's report ... Celltrion ""Away from reliability"" Half ..."
2020-09-10 12:04:00,"셀트리온, JP모건 ‘목표주가 하향’ 보고서 정면반박","Celltrion, JPMorgan's'target price down' report counteracts","Celltrion, JP Morgan ""Target Stock Price Down"" Report Counterargument"
2020-09-10 11:23:00,"셀트리온 “JP모건 보고서, 짜맞추기…신뢰성 떨어져”","Celltrion “JP Morgan report, put together… Off reliability”","Celltrion ""JP Morgan Report Assembled ... Away from Reliability"""
2020-09-10 10:12:00,"셀트리온, 주가 낮춰잡은 JP모건 보고서 반박…""짜맞추기""","Celltrion refutes JPMorgan report lowered the stock price... ""Fitting""","Celltrion holds down stock price JP Morgan Report Counterargument ... ""Assembly"""
2020-09-10 14:17:00,"셀트리온 ""짜맞추기식 구성""…JP모간 '매도 보고서' 반박","Celltrion ""Combined configuration""... JP Morgan refutes'Sell Report'","Celltrion ""Assembled Configuration"" ... JP Morgan ""Selling Report"" and Counterargument"
2020-09-10 11:01:00,"셀트리온·셀트리온헬스케어 ""JP모간 보고서, 신뢰성 떨어져""","Celltrion·Celltrion Healthcare “JP Morgan Report, Reliability Falls”","Celltrion Celltrion Healthcare ""JP Morgan Report is a reliable departure"""
2020-09-10 10:17:00,셀트리온-JP모건 정면충돌…JP모건 보고서 조목조목 비판,Celltrion-JP Morgan frontal collision... Criticism of JPMorgan Report,Celltrion-JP Morgan head-on collision ... JP Morgan Report criticism
2020-09-10 10:09:00,"셀트리온·셀헬, JP모건 보고서 반박…“짜맞추기식 내용”",Celltrion and Cellhel refute JPMorgan report... “Function content”,"Celltrion Selhel, JP Morgan Report Counterargument ... ""Contents of Assembly"""
2020-09-10 10:00:00,"셀트리온, JP모건 보고서에 ""신뢰성 떨어진다"" 반박","Celltrion refutes ""lost reliability"" in JPMorgan report","Celltrion argues that JP Morgan's report is ""unreliable"""
2020-09-10 09:45:00,"셀트리온그룹 ""JP모건 보고서, 짜맞추기식 내용으로 구성돼 신뢰성 현...","Celltrion Group's ""JP Morgan Report, Consisting of Structured Contents, Reliability Present...","Sertorion Group ""JP Morgan Report is a highly reliable prefecture composed of prefabricated contents ..."
