,Date,EngTitle,posneg,neg,pos,neu,compound,vader_pred,New_date(str),New_Date(dt)
1147,2020-09-01 10:05:00,"""Berlin spreads in your hand"" LG Electronics, 3D in line with IFA2020...",0,0.0,0.225,0.775,0.4939,1,2020-9-1,2020-09-01 00:00:00
1148,2020-09-01 10:02:00,"LG Electronics, IFA 3D virtual exhibition hall opened",0,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1149,2020-09-01 09:01:00,"LG Electronics, “Green Product of the Year” for 11 consecutive years… Masterpiece Award",-1,0.0,0.409,0.591,0.8225,1,2020-9-1,2020-09-01 00:00:00
1150,2020-09-01 09:00:00,"LG Electronics, awarded'Green Product of the Year' by consumers for 11 consecutive years",-1,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1151,2020-09-01 09:00:00,"LG Electronics, awarded'Green Product of the Year' by consumers for 11 consecutive years",-1,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1152,2020-09-01 11:17:00,Samsung Electronics> Hyundai Motor Company> LG Electronics Daum Coupang… Hiring many companies,0,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1153,2020-09-01 11:05:00,“The exhibition hall in your hand”… LG Electronics'IFA 3D Virtual Exhibition Hall' opened,0,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1154,2020-09-01 10:05:00,"""Berlin spreads in your hand"" LG Electronics, 3D in line with IFA2020...",0,0.0,0.225,0.775,0.4939,1,2020-9-1,2020-09-01 00:00:00
1155,2020-09-01 10:01:00,LG Electronics opens IFA 2020 3D virtual exhibition hall,0,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1156,2020-09-01 10:00:00,"""Gathered all of LG Electronics' high-tech products""... IFA '3D Virtual Exhibition Hall' online...",0,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1157,2020-09-01 10:17:00,"Coupang ""37,000 employees...4th place after Samjeon·Hyundai Motor·LG Electronics""",0,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1158,2020-09-01 10:00:00,"""Gathered all of LG Electronics' high-tech products""... IFA '3D Virtual Exhibition Hall' online...",0,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1159,2020-09-01 09:01:00,"LG Electronics, “Green Product of the Year” for 11 consecutive years… Masterpiece Award",-1,0.0,0.409,0.591,0.8225,1,2020-9-1,2020-09-01 00:00:00
1160,2020-09-01 09:00:00,"LG Electronics, awarded'Green Product of the Year' by consumers for 11 consecutive years",-1,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1161,2020-09-01 09:00:00,"LG Electronics, awarded'Green Product of the Year' by consumers for 11 consecutive years",-1,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1162,2020-08-31 17:24:00,LG Electronics' global home cinema market aiming,0,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1163,2020-08-31 10:01:00,"LG Electronics,'LG Cinebeam Laser 4K Release... Home Cinema Market'Aim Jung'",0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1164,2020-08-31 10:01:00,"LG Electronics,'LG Cinebeam Laser 4K Release... Home Cinema Market'Aim Jung'",0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1165,2020-08-31 07:56:00,"LG Electronics,'LG Cinebeam Laser 4K Release... Home Cinema Market'Aim Jung'",0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1166,2020-08-31 16:08:00,"LG Electronics, transformed into performance stock, breaks through the box this time",-1,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1167,2020-08-31 11:05:00,Samsung and LG Electronics confront new kimchi refrigerators in the second half,-1,0.134,0.0,0.866,-0.1779,-1,2020-8-31,2020-08-31 00:00:00
1168,2020-08-31 11:02:00,"""Install a high-definition movie theater""... LG Electronics launches a new home projector",0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1169,2020-08-31 10:14:00,"LG Electronics ""Create a theater in your home with a 4K projector""",0,0.0,0.18899999999999997,0.8109999999999999,0.2732,1,2020-8-31,2020-08-31 00:00:00
1170,2020-08-31 10:00:00,"LG Electronics, home cinema market'Aim Jung'... Launched a new home projector",0,0.0,0.14300000000000002,0.857,0.128,1,2020-8-31,2020-08-31 00:00:00
1171,2020-08-31 11:00:00,"LG Electronics ""Dios dishwasher removes 6 representative food poisoning bacteria""",0,0.322,0.0,0.6779999999999999,-0.5859,-1,2020-8-31,2020-08-31 00:00:00
1172,2020-09-01 09:00:00,"LG Electronics, awarded'Green Product of the Year' by consumers for 11 consecutive years",-1,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1173,2020-09-01 09:00:00,"LG Electronics, awarded'Green Product of the Year' by consumers for 11 consecutive years",-1,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1174,2020-08-31 17:24:00,LG Electronics' global home cinema market aiming,0,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1175,2020-08-31 10:01:00,"LG Electronics,'LG Cinebeam Laser 4K Release... Home Cinema Market'Aim Jung'",0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1176,2020-08-31 10:01:00,"LG Electronics,'LG Cinebeam Laser 4K Release... Home Cinema Market'Aim Jung'",0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1177,2020-08-31 07:56:00,"LG Electronics,'LG Cinebeam Laser 4K Release... Home Cinema Market'Aim Jung'",0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1178,2020-08-31 16:08:00,"LG Electronics, transformed into performance stock, breaks through the box this time",-1,0.0,0.0,1.0,0.0,0,2020-9-1,2020-09-01 00:00:00
1179,2020-08-31 11:02:00,"""Install a high-definition movie theater""... LG Electronics launches a new home projector",0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1180,2020-08-31 10:14:00,"LG Electronics ""Create a theater in your home with a 4K projector""",0,0.0,0.18899999999999997,0.8109999999999999,0.2732,1,2020-8-31,2020-08-31 00:00:00
1181,2020-08-31 10:00:00,"LG Electronics, home cinema market'Aim Jung'... Launched a new home projector",0,0.0,0.14300000000000002,0.857,0.128,1,2020-8-31,2020-08-31 00:00:00
1182,2020-08-30 20:04:00,LG Electronics opens corporate media platform'LiVE LG',0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1183,2020-08-30 18:46:00,LG Electronics Opens Online Communication Platform'Live LG',0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1184,2020-08-30 14:21:00,LG Electronics opens corporate media platform'LiVE LG',0,0.0,0.0,1.0,0.0,0,2020-8-30,2020-08-30 00:00:00
1185,2020-08-30 13:29:00,LG Electronics opens media platform'LiVE LG'... Strengthening communication with customers,1,0.0,0.262,0.738,0.4939,1,2020-8-30,2020-08-30 00:00:00
1186,2020-08-30 10:13:00,LG Electronics strengthens communication with customers through corporate media platform'Live LG',1,0.0,0.231,0.769,0.4588,1,2020-8-30,2020-08-30 00:00:00
1187,2020-08-30 10:01:00,LG Electronics opens corporate media platform'LiVE LG',0,0.0,0.0,1.0,0.0,0,2020-8-30,2020-08-30 00:00:00
1188,2020-08-30 10:01:00,LG Electronics opens corporate media platform'LiVE LG',0,0.0,0.0,1.0,0.0,0,2020-8-30,2020-08-30 00:00:00
1189,2020-08-30 11:13:00,LG Electronics Opens New Media Platform'Live LG',0,0.0,0.0,1.0,0.0,0,2020-8-30,2020-08-30 00:00:00
1190,2020-08-28 15:28:00,LG Electronics re-postpones hiring new employees,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1191,2020-08-28 12:46:00,LG Electronics targets the European market with premium refrigerators,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1192,2020-08-28 10:00:00,LG Electronics launches instaview convertible refrigerator in Europe... IFA Virtual Exhibition Center ...,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1193,2020-08-31 10:00:00,"LG Electronics, home cinema market'Aim Jung'... Launched a new home projector",0,0.0,0.14300000000000002,0.857,0.128,1,2020-8-31,2020-08-31 00:00:00
1194,2020-08-31 07:56:00,"LG Electronics,'LG Cinebeam Laser 4K Release... Home Cinema Market'Aim Jung'",0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1195,2020-08-30 20:04:00,LG Electronics opens corporate media platform'LiVE LG',0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1196,2020-08-30 18:46:00,LG Electronics Opens Online Communication Platform'Live LG',0,0.0,0.0,1.0,0.0,0,2020-8-31,2020-08-31 00:00:00
1197,2020-08-30 14:21:00,LG Electronics opens corporate media platform'LiVE LG',0,0.0,0.0,1.0,0.0,0,2020-8-30,2020-08-30 00:00:00
1198,2020-08-30 13:29:00,LG Electronics opens media platform'LiVE LG'... Strengthening communication with customers,1,0.0,0.262,0.738,0.4939,1,2020-8-30,2020-08-30 00:00:00
1199,2020-08-30 10:13:00,LG Electronics strengthens communication with customers through corporate media platform'Live LG',1,0.0,0.231,0.769,0.4588,1,2020-8-30,2020-08-30 00:00:00
1200,2020-08-30 10:01:00,LG Electronics opens corporate media platform'LiVE LG',0,0.0,0.0,1.0,0.0,0,2020-8-30,2020-08-30 00:00:00
1201,2020-08-30 10:01:00,LG Electronics opens corporate media platform'LiVE LG',0,0.0,0.0,1.0,0.0,0,2020-8-30,2020-08-30 00:00:00
1202,2020-08-30 11:13:00,LG Electronics Opens New Media Platform'Live LG',0,0.0,0.0,1.0,0.0,0,2020-8-30,2020-08-30 00:00:00
1203,2020-08-28 15:28:00,LG Electronics re-postpones hiring new employees,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1204,2020-08-28 12:46:00,LG Electronics targets the European market with premium refrigerators,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1205,2020-08-28 10:00:00,LG Electronics launches instaview convertible refrigerator in Europe... IFA Virtual Exhibition Center ...,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1206,2020-08-28 11:30:00,"Samsung and LG Electronics, targeting the European market in the second half of the year with new products",0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1207,2020-08-28 10:02:00,LG Electronics launches instaview convertible refrigerator in Europe,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1208,2020-08-28 10:00:00,LG Electronics launches instaview convertible refrigerator in Europe... IFA Virtual Exhibition Center ...,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1209,2020-08-27 17:01:00,Graphene Square and LG Electronics to'Commercialize Graphene',0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1210,2020-08-27 13:32:00,"LG Electronics launches'Code Zero M9', a wheelless robot cleaner",0,0.0,0.195,0.805,0.1779,1,2020-8-27,2020-08-27 00:00:00
1211,2020-08-27 10:09:00,LG Electronics launches a robot cleaner exclusively for wet mops without wheels,0,0.0,0.145,0.855,0.1779,1,2020-8-27,2020-08-27 00:00:00
1212,2020-08-27 10:03:00,LG Electronics launched a robot cleaner exclusively for wet mops without wheels,0,0.0,0.262,0.738,0.29600000000000004,1,2020-8-27,2020-08-27 00:00:00
1213,2020-08-28 15:28:00,LG Electronics re-postpones hiring new employees,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1214,2020-08-28 10:00:00,LG Electronics launches instaview convertible refrigerator in Europe... IFA Virtual Exhibition Center ...,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1215,2020-08-28 11:30:00,"Samsung and LG Electronics, targeting the European market in the second half of the year with new products",0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1216,2020-08-28 10:02:00,LG Electronics launches instaview convertible refrigerator in Europe,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1217,2020-08-28 10:00:00,LG Electronics launches instaview convertible refrigerator in Europe... IFA Virtual Exhibition Center ...,0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1218,2020-08-27 17:01:00,Graphene Square and LG Electronics to'Commercialize Graphene',0,0.0,0.0,1.0,0.0,0,2020-8-28,2020-08-28 00:00:00
1219,2020-08-27 13:32:00,"LG Electronics launches'Code Zero M9', a wheelless robot cleaner",0,0.0,0.195,0.805,0.1779,1,2020-8-27,2020-08-27 00:00:00
1220,2020-08-27 10:09:00,LG Electronics launches a robot cleaner exclusively for wet mops without wheels,0,0.0,0.145,0.855,0.1779,1,2020-8-27,2020-08-27 00:00:00
1221,2020-08-27 10:03:00,LG Electronics launched a robot cleaner exclusively for wet mops without wheels,0,0.0,0.262,0.738,0.29600000000000004,1,2020-8-27,2020-08-27 00:00:00
1222,2020-08-27 13:07:00,[Exclusive] Samsung·LG Electronics first introduced telecommuting… Raise the level of corona response (total),0,0.0,0.0,1.0,0.0,0,2020-8-27,2020-08-27 00:00:00
1223,2020-08-27 11:49:00,"[Exclusive] LG Electronics, more than 30% of all employees work from home",0,0.0,0.0,1.0,0.0,0,2020-8-27,2020-08-27 00:00:00
1224,2020-08-27 12:11:00,"""Corona 19 re-proliferation stop""... Samsung Electronics and LG Electronics also work from home",0,0.0,0.0,1.0,0.0,0,2020-8-27,2020-08-27 00:00:00
1225,2020-08-27 11:46:00,"LG Electronics launches'Code Zero M9 ThinQ', a vacuum cleaner for mops",0,0.0,0.159,0.841,0.1779,1,2020-8-27,2020-08-27 00:00:00
1226,2020-08-27 11:19:00,Outsiders and institutions twins… LG Electronics is fluttering,1,0.0,0.0,1.0,0.0,0,2020-8-27,2020-08-27 00:00:00
1227,2020-08-27 11:49:00,"[Exclusive] LG Electronics, more than 30% of all employees work from home",0,0.0,0.0,1.0,0.0,0,2020-8-27,2020-08-27 00:00:00
1228,2020-08-27 11:46:00,"LG Electronics launches'Code Zero M9 ThinQ', a vacuum cleaner for mops",0,0.0,0.159,0.841,0.1779,1,2020-8-27,2020-08-27 00:00:00
1229,2020-08-27 11:19:00,Outsiders and institutions twins… LG Electronics is fluttering,1,0.0,0.0,1.0,0.0,0,2020-8-27,2020-08-27 00:00:00
1230,2020-08-27 11:01:00,LG Electronics released'LG Velvet' one after another in Latin America… Expansion of targeting the global market...,0,0.0,0.0,1.0,0.0,0,2020-8-27,2020-08-27 00:00:00
1231,2020-08-27 10:09:00,LG Electronics launches a robot cleaner exclusively for wet mops without wheels,0,0.0,0.145,0.855,0.1779,1,2020-8-27,2020-08-27 00:00:00
1232,2020-08-26 11:36:00,LG Electronics strengthens YouTube marketing in the era of'On Tact',1,0.0,0.25,0.75,0.4588,1,2020-8-26,2020-08-26 00:00:00
1233,2020-08-26 10:02:00,LG Electronics strengthens online content for home appliance service,1,0.0,0.273,0.727,0.4588,1,2020-8-26,2020-08-26 00:00:00
1234,2020-08-26 16:53:00,Samsung and LG Electronics are passionate about untact marketing,0,0.0,0.298,0.7020000000000001,0.5267,1,2020-8-27,2020-08-27 00:00:00
1235,2020-08-26 10:33:00,Home appliance service is also on-touch... LG Electronics expands online content,0,0.0,0.12300000000000001,0.877,0.1027,1,2020-8-26,2020-08-26 00:00:00
1236,2020-08-26 10:02:00,LG Electronics strengthens online content for home appliance service,1,0.0,0.273,0.727,0.4588,1,2020-8-26,2020-08-26 00:00:00
1237,2020-08-26 10:01:00,LG Electronics strengthens online content in line with the'New Normal Era',1,0.0,0.231,0.769,0.4588,1,2020-8-26,2020-08-26 00:00:00
1238,2020-08-26 10:00:00,LG Electronics expands video content of'On-Tact' home appliance service,0,0.0,0.149,0.851,0.1027,1,2020-8-26,2020-08-26 00:00:00
1239,2020-08-26 10:00:00,LG Electronics expands video content of'On-Tact' home appliance service,0,0.0,0.149,0.851,0.1027,1,2020-8-26,2020-08-26 00:00:00
1240,2020-08-26 08:37:00,LG Electronics' New All-Red TV US Consumer Report '2020 Best TV' ...,1,0.0,0.276,0.7240000000000001,0.6369,1,2020-8-26,2020-08-26 00:00:00
1241,2020-08-26 07:52:00,"LG Electronics' New OLED TV, US Consumer Report '2020 Best TV' ...",1,0.0,0.276,0.7240000000000001,0.6369,1,2020-8-26,2020-08-26 00:00:00
1242,2020-08-26 10:33:00,Home appliance service is also on-touch... LG Electronics expands online content,0,0.0,0.12300000000000001,0.877,0.1027,1,2020-8-26,2020-08-26 00:00:00
1243,2020-08-26 10:02:00,LG Electronics expands home appliance service video content in line with the on-contact,0,0.0,0.10400000000000001,0.8959999999999999,0.1027,1,2020-8-26,2020-08-26 00:00:00
1244,2020-08-26 10:01:00,LG Electronics strengthens online content in line with the'New Normal Era',1,0.0,0.231,0.769,0.4588,1,2020-8-26,2020-08-26 00:00:00
1245,2020-08-26 10:00:00,LG Electronics expands video content of'On-Tact' home appliance service,0,0.0,0.149,0.851,0.1027,1,2020-8-26,2020-08-26 00:00:00
1246,2020-08-26 10:00:00,LG Electronics expands video content of'On-Tact' home appliance service,0,0.0,0.149,0.851,0.1027,1,2020-8-26,2020-08-26 00:00:00
1247,2020-08-26 10:02:00,LG Electronics expands home appliance service video content in line with the on-contact,0,0.0,0.10400000000000001,0.8959999999999999,0.1027,1,2020-8-26,2020-08-26 00:00:00
1248,2020-08-26 08:37:00,LG Electronics' New All-Red TV US Consumer Report '2020 Best TV' ...,1,0.0,0.276,0.7240000000000001,0.6369,1,2020-8-26,2020-08-26 00:00:00
1249,2020-08-26 07:52:00,"LG Electronics' New OLED TV, US Consumer Report '2020 Best TV' ...",1,0.0,0.276,0.7240000000000001,0.6369,1,2020-8-26,2020-08-26 00:00:00
1250,2020-08-25 10:14:00,LG Electronics one-body laundry dryer'Wash Tower' entered 10 countries including the US starting next month,0,0.0,0.0,1.0,0.0,0,2020-8-25,2020-08-25 00:00:00
1251,2020-08-25 10:00:00,"LG Electronics,'Wash Tower' to be introduced at IFA 2020 will be released overseas in earnest next month...",0,0.0,0.171,0.8290000000000001,0.5106,1,2020-8-25,2020-08-25 00:00:00
1252,2020-08-25 10:01:00,LG Electronics launches one-body laundry dryer'LG Wash Tower' overseas next month,0,0.0,0.0,1.0,0.0,0,2020-8-25,2020-08-25 00:00:00
1253,2020-08-24 23:12:00,About 200 coronavirus confirmed at LG Electronics' Indonesia TV factory,0,0.0,0.0,1.0,0.0,0,2020-8-25,2020-08-25 00:00:00
1254,2020-08-24 20:41:00,"200 people infected with coronavirus at LG Electronics' factory in Indonesia, closed for 9 days",-1,0.198,0.0,0.802,-0.4939,-1,2020-8-25,2020-08-25 00:00:00
1255,2020-08-24 20:34:00,LG Electronics Indonesia plant 200 people group infection... Korean infection '0 people',0,0.0,0.0,1.0,0.0,0,2020-8-25,2020-08-25 00:00:00
1256,2020-08-24 20:08:00,"200 people infected with Corona 19 at LG Electronics Indonesia factory ""Closed until 30 days""",-1,0.18600000000000003,0.0,0.8140000000000001,-0.4939,-1,2020-8-25,2020-08-25 00:00:00
1257,2020-08-24 19:37:00,"LG Electronics, 200 employees in Indonesia factory infected coronavirus",0,0.28600000000000003,0.0,0.7140000000000001,-0.4939,-1,2020-8-25,2020-08-25 00:00:00
1258,2020-08-24 19:13:00,200 people at LG Electronics Indonesia factory infected with coronavirus,0,0.262,0.0,0.738,-0.4939,-1,2020-8-25,2020-08-25 00:00:00
1259,2020-08-24 18:48:00,LG Electronics Covid-19 outbreak in Indonesia,-1,0.0,0.0,1.0,0.0,0,2020-8-25,2020-08-25 00:00:00
1260,2020-08-24 14:29:00,LG Electronics' premium built-in home appliance meets Italian luxury furniture,0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1261,2020-08-24 10:03:00,LG Electronics' super premium built-in home appliance jointly exhibited with Italian'Cashina',0,0.0,0.281,0.7190000000000001,0.5994,1,2020-8-24,2020-08-24 00:00:00
1262,2020-08-24 10:01:00,LG Electronics and Cassina to jointly market'Signature Kitchen Suite',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1263,2020-08-24 10:01:00,LG Electronics and Cassina to jointly market'Signature Kitchen Suite',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1264,2020-08-24 11:01:00,"LG Electronics, joint marketing with Italian premium furniture'Kashina'",0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1265,2020-08-24 10:01:00,LG Electronics and Cassina to jointly market'Signature Kitchen Suite',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1266,2020-08-24 09:31:00,Lotte Hi-Mart Online Shopping Mall opens “LG Electronics Grand Festa”,0,0.0,0.25,0.75,0.4588,1,2020-8-24,2020-08-24 00:00:00
1267,2020-08-23 17:47:00,Foreigners carrying large scale Untact... LG Electronics'Lion',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1268,2020-08-24 23:12:00,About 200 coronavirus confirmed at LG Electronics' Indonesia TV factory,0,0.0,0.0,1.0,0.0,0,2020-8-25,2020-08-25 00:00:00
1269,2020-08-24 20:41:00,"200 people infected with coronavirus at LG Electronics' factory in Indonesia, closed for 9 days",-1,0.198,0.0,0.802,-0.4939,-1,2020-8-25,2020-08-25 00:00:00
1270,2020-08-24 20:34:00,LG Electronics Indonesia plant 200 people group infection... Korean infection '0 people',0,0.0,0.0,1.0,0.0,0,2020-8-25,2020-08-25 00:00:00
1271,2020-08-24 19:37:00,"LG Electronics, 200 employees in Indonesia factory infected coronavirus",0,0.28600000000000003,0.0,0.7140000000000001,-0.4939,-1,2020-8-25,2020-08-25 00:00:00
1272,2020-08-24 19:13:00,200 people at LG Electronics Indonesia factory infected with coronavirus,0,0.262,0.0,0.738,-0.4939,-1,2020-8-25,2020-08-25 00:00:00
1273,2020-08-24 18:48:00,LG Electronics Covid-19 outbreak in Indonesia,-1,0.0,0.0,1.0,0.0,0,2020-8-25,2020-08-25 00:00:00
1274,2020-08-24 14:29:00,LG Electronics' premium built-in home appliance meets Italian luxury furniture,0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1275,2020-08-24 10:03:00,LG Electronics' super premium built-in home appliance jointly exhibited with Italian'Cashina',0,0.0,0.281,0.7190000000000001,0.5994,1,2020-8-24,2020-08-24 00:00:00
1276,2020-08-24 10:01:00,LG Electronics and Cassina to jointly market'Signature Kitchen Suite',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1277,2020-08-24 10:01:00,LG Electronics and Cassina to jointly market'Signature Kitchen Suite',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1278,2020-08-24 11:01:00,"LG Electronics, joint marketing with Italian premium furniture'Kashina'",0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1279,2020-08-24 10:01:00,LG Electronics and Cassina to jointly market'Signature Kitchen Suite',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1280,2020-08-24 09:38:00,Lotte Hi-Mart online shopping mall held a special exhibition of “LG Electronics Grand Festa”,0,0.0,0.341,0.659,0.6908,1,2020-8-24,2020-08-24 00:00:00
1281,2020-08-24 09:31:00,Lotte Hi-Mart Online Shopping Mall opens “LG Electronics Grand Festa”,0,0.0,0.25,0.75,0.4588,1,2020-8-24,2020-08-24 00:00:00
1282,2020-08-23 17:47:00,Foreigners carrying large scale Untact... LG Electronics'Lion',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1283,2020-08-23 17:09:00,"LG Electronics Gives 400,000 Won 5G Smartphone",0,0.0,0.381,0.619,0.5719,1,2020-8-24,2020-08-24 00:00:00
1284,2020-08-23 10:16:00,"“Premium-level features and cost-effectiveness” LG Electronics launches 400,000 won 5G phone",0,0.0,0.27,0.73,0.5719,1,2020-8-23,2020-08-23 00:00:00
1285,2020-08-23 16:21:00,LG Electronics launched 40 new Kimchi refrigerators in sequence,0,0.0,0.158,0.8420000000000001,0.128,1,2020-8-24,2020-08-24 00:00:00
1286,2020-08-23 16:00:00,LG Electronics launches a new product'Dios Kimchi Refrigerator',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1287,2020-08-23 11:44:00,LG Electronics launches 40 new products of'DIOS Kimchi Talk Talk',0,0.0,0.0,1.0,0.0,0,2020-8-23,2020-08-23 00:00:00
1288,2020-08-23 11:24:00,LG Electronics launches a new product called'DIOS Kimchi Talk Talk',0,0.0,0.0,1.0,0.0,0,2020-8-23,2020-08-23 00:00:00
1289,2020-08-23 11:01:00,LG Electronics launches Kimchi refrigerator that recognizes packaged kimchi barcodes and sets the optimum temperature,0,0.0,0.0,1.0,0.0,0,2020-8-23,2020-08-23 00:00:00
1290,2020-08-23 11:00:00,LG Electronics launches 40 new Kimchi refrigerators... Up to 836ℓ,0,0.0,0.0,1.0,0.0,0,2020-8-23,2020-08-23 00:00:00
1291,2020-08-23 11:33:00,"""Premium 5G phone for 400,000 won""...LG Electronics' price destruction'Q92' launched",0,0.0,0.14300000000000002,0.857,0.128,1,2020-8-23,2020-08-23 00:00:00
1292,2020-08-21 17:42:00,"Expectations for future components... LG Electronics, 90,000 won in 2 years",0,0.0,0.29100000000000004,0.7090000000000001,0.5719,1,2020-8-22,2020-08-22 00:00:00
1293,2020-08-21 17:12:00,"LG Electronics, stock price exceeded 90,000 won in two years and two months",0,0.0,0.23600000000000002,0.764,0.5719,1,2020-8-22,2020-08-22 00:00:00
1294,2020-08-21 15:03:00,"LG Electronics surpassed 90,000 won in 2 years and 2 months",1,0.0,0.316,0.684,0.5719,1,2020-8-21,2020-08-21 00:00:00
1295,2020-08-24 10:03:00,LG Electronics' super premium built-in home appliance jointly exhibited with Italian'Cashina',0,0.0,0.281,0.7190000000000001,0.5994,1,2020-8-24,2020-08-24 00:00:00
1296,2020-08-24 10:01:00,LG Electronics and Cassina to jointly market'Signature Kitchen Suite',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1297,2020-08-24 09:38:00,Lotte Hi-Mart online shopping mall held a special exhibition of “LG Electronics Grand Festa”,0,0.0,0.341,0.659,0.6908,1,2020-8-24,2020-08-24 00:00:00
1298,2020-08-24 09:31:00,Lotte Hi-Mart Online Shopping Mall opens “LG Electronics Grand Festa”,0,0.0,0.25,0.75,0.4588,1,2020-8-24,2020-08-24 00:00:00
1299,2020-08-23 16:21:00,LG Electronics launched 40 new Kimchi refrigerators in sequence,0,0.0,0.158,0.8420000000000001,0.128,1,2020-8-24,2020-08-24 00:00:00
1300,2020-08-23 16:00:00,LG Electronics launches a new product'Dios Kimchi Refrigerator',0,0.0,0.0,1.0,0.0,0,2020-8-24,2020-08-24 00:00:00
1301,2020-08-23 15:46:00,"""It's CJ cabbage kimchi made 3 days ago""... Evolution of LG Electronics Kimchi Refrigerator",0,0.0,0.0,1.0,0.0,0,2020-8-23,2020-08-23 00:00:00
1302,2020-08-23 11:44:00,LG Electronics launches 40 new products of'DIOS Kimchi Talk Talk',0,0.0,0.0,1.0,0.0,0,2020-8-23,2020-08-23 00:00:00
1303,2020-08-23 11:24:00,LG Electronics launches a new product called'DIOS Kimchi Talk Talk',0,0.0,0.0,1.0,0.0,0,2020-8-23,2020-08-23 00:00:00
1304,2020-08-23 11:01:00,LG Electronics launches Kimchi refrigerator that recognizes packaged kimchi barcodes and sets the optimum temperature,0,0.0,0.0,1.0,0.0,0,2020-8-23,2020-08-23 00:00:00
