Date,EngTitle,posneg,neg,pos,neu,compound,vader_pred
2020-09-02 06:46:00,"Kakao TV, first released, goes a different way from Netflix and YouTube",-1,0.0,0.0,1.0,0.0,0
2020-09-02 06:46:00,"Kakao TV, first released, goes a different way from Netflix and YouTube",-1,0.0,0.0,1.0,0.0,0
2020-09-02 05:00:00,"""Naver manga is'OK'""... Kakao begins hunting for'original content'",0,0.0,0.0,1.0,0.0,0
2020-09-02 04:03:00,"Will Tesla, Kakao, and Coupang continue running... Equity Strategy in the Corona Era",-1,0.0,0.0,1.0,0.0,0
2020-09-01 17:19:00,"Naver and Kakao ""Youtube is standing""... Full-scale targeting of the video market",0,0.0,0.0,1.0,0.0,0
2020-09-01 13:00:00,Kakao and Naver counterattack on YouTube,0,0.0,0.0,1.0,0.0,0
2020-09-01 10:45:00,"“It’s not that you are hitting Netflix” Kakao TV, the first original content today...",0,0.0,0.15,0.85,0.3182,1
2020-09-01 10:36:00,“350 original contents released this year”… Full-scale opening of Kakao TV,0,0.0,0.187,0.813,0.3182,1
2020-09-01 09:02:00,"Naver's popular webtoon'Love Revolution' ""Why are you coming out of Kakao~""",1,0.0,0.219,0.781,0.4215,1
2020-09-01 04:35:00,"[Exclusive] Kakao's hands-off Samsung Fire & Marine Insurance, abandoning the establishment of a'digital insurance company'",-1,0.294,0.0,0.706,-0.6124,-1
2020-08-31 16:43:00,New OTT platform'Kakao TV'.. Enjoy in KakaoTalk from September 1st.,1,0.0,0.262,0.738,0.4939,1
2020-08-31 14:05:00,New OTT platform Kakao TV launched on September 1,0,0.0,0.176,0.824,0.128,1
2020-08-31 11:19:00,Kakao-Samsung Electronics-Ground X held Jeju Blockchain Hackathon,0,0.0,0.0,1.0,0.0,0
2020-08-31 10:54:00,"Kakao, who had been'holding' the investment opinion,'leaps' to 490,000 won",0,0.0,0.291,0.709,0.5719,1
2020-08-31 09:14:00,"Kakao, 2% strong... ""Prospects leading the digital financial industry""",1,0.0,0.216,0.784,0.296,1
2020-08-31 08:43:00,Kakao expects synergy between Kakao Bank and Pay Securities.. Target price↑-IBK,0,0.123,0.0,0.877,-0.1027,-1
2020-08-31 14:05:00,New OTT platform Kakao TV launched on September 1,0,0.0,0.176,0.824,0.128,1
2020-08-31 11:19:00,Kakao-Samsung Electronics-Ground X held Jeju Blockchain Hackathon,0,0.0,0.0,1.0,0.0,0
2020-08-31 10:54:00,"Kakao, who had been'holding' the investment opinion,'leaps' to 490,000 won",0,0.0,0.291,0.709,0.5719,1
2020-08-31 09:14:00,"Kakao, 2% strong... ""Prospects leading the digital financial industry""",1,0.0,0.216,0.784,0.296,1
2020-08-31 08:43:00,Kakao expects synergy between Kakao Bank and Pay Securities.. Target price↑-IBK,0,0.123,0.0,0.877,-0.1027,-1
2020-08-31 10:15:00,"Kakao, Kakao Games renewed 52 weeks ahead of subscription",0,0.0,0.0,1.0,0.0,0
2020-08-31 09:37:00,"[itM-characteristic stock] Kakao,'reported price' for 4 consecutive trading days",-1,0.0,0.0,1.0,0.0,0
2020-08-31 09:34:00,"[Features] Kakao, reported ahead of Kakao Games competition subscription",0,0.0,0.0,1.0,0.0,0
2020-08-31 09:33:00,[Features] “Kakao” ahead of Kakao Games subscription... 52 weeks report,0,0.0,0.0,1.0,0.0,0
2020-08-31 09:31:00,"KOSPI, 1% strong on institutional purchases... Kakao'Reporter'",1,0.0,0.355,0.645,0.5106,1
2020-08-29 13:10:00,"[Weekly HOT Stock] Kakao, report renewed for 3 consecutive trading days",-1,0.0,0.0,1.0,0.0,0
2020-08-28 18:05:00,"Netmarble, a pioneer in investment, “look”… Expected to benefit from Kakao G and Big Hit listing",1,0.0,0.188,0.812,0.4588,1
2020-08-28 04:31:00,"When the corona spread again, Naver jumped 10%, Kakao 13% jumped",0,0.0,0.0,1.0,0.0,0
2020-08-27 16:04:00,"[Features] Kakao first surpassed 400,000 won on the listing of Corona 19 and Kakao Games",1,0.0,0.209,0.791,0.5719,1
2020-08-27 11:46:00,Naver and Kakao laughed at Corona... The best price is renewed again,1,0.0,0.419,0.581,0.802,1
2020-08-29 13:10:00,"[Weekly HOT Stock] Kakao, report renewed for 3 consecutive trading days",-1,0.0,0.0,1.0,0.0,0
2020-08-28 18:05:00,"Netmarble, a pioneer in investment, “look”… Expected to benefit from Kakao G and Big Hit listing",1,0.0,0.188,0.812,0.4588,1
2020-08-28 04:31:00,"When the corona spread again, Naver jumped 10%, Kakao 13% jumped",0,0.0,0.0,1.0,0.0,0
2020-08-27 16:04:00,"[Features] Kakao first surpassed 400,000 won on the listing of Corona 19 and Kakao Games",1,0.0,0.209,0.791,0.5719,1
2020-08-27 11:46:00,Naver and Kakao laughed at Corona... The best price is renewed again,1,0.0,0.419,0.581,0.802,1
2020-08-27 11:24:00,"First surpassed 400,000 won after listing on Kakao... Naver also reported",1,0.0,0.27,0.73,0.5719,1
2020-08-27 10:19:00,[itM-characteristic stock] Naver and Kakao 52 weeks reported... Take the uptrend restart...,0,0.0,0.0,1.0,0.0,0
2020-08-27 11:17:00,"'Kakao Naver' continues to rise... Side by side, daily reports are updated",0,0.0,0.0,1.0,0.0,0
2020-08-27 10:08:00,"[Features] Kakao's first breakthrough of 400,000 won... First time after listing",0,0.0,0.0,1.0,0.0,0
2020-08-27 09:54:00,[itM] Donghak ants made more money on KOSDAQ than KOSPI… The filial piety is “Kakao and Seegene...,0,0.0,0.0,1.0,0.0,0
2020-08-27 09:54:00,[itM] Donghak ants made more money on KOSDAQ than KOSPI… The filial piety is “Kakao and Seegene...,0,0.0,0.0,1.0,0.0,0
2020-08-27 09:54:00,"[Features] Corona 19 crisis... Kakao surpassed the highest price of 410,000 won",1,0.0,0.252,0.748,0.5719,1
2020-08-27 09:53:00,"Kakao surpasses 400,000 won for the first time in history, not facing the re-proliferation of corona",1,0.0,0.198,0.802,0.5719,1
2020-08-27 09:42:00,"[Features] Kakao's first 400,000 won notice...Naver also reported 52 weeks",0,0.0,0.291,0.709,0.5719,1
2020-08-27 09:29:00,"'Untact 3 people'... Kakao, Naver, NC, strong in the early years",1,0.0,0.268,0.732,0.5106,1
2020-08-27 09:21:00,"[itM-characteristic stock] Kakao surpasses 400,000 won during the week",1,0.0,0.316,0.684,0.5719,1
2020-08-27 09:13:00,"[Features] Kakao, 52 weeks report renewed after exceeding 400,000 won",0,0.0,0.291,0.709,0.5719,1
2020-08-26 18:21:00,"Kakao, original content released on September 1, Kakao TV enhancement",0,0.0,0.204,0.796,0.3182,1
2020-08-26 17:06:00,"Naver and Kakao side by side, the highest price ever",1,0.0,0.0,1.0,0.0,0
2020-08-26 14:14:00,"[Features] Kakao, 52 weeks report renewed... Demand forecasting for Kakao Games",0,0.13,0.0,0.87,-0.128,-1
2020-08-26 10:05:00,Reports renewed ahead of Kakao's listing on Kakao Games,0,0.0,0.0,1.0,0.0,0
2020-08-26 10:00:00,"Listed on Kakao Games, to corona reflexes... Kakao, 52 weeks report",0,0.0,0.0,1.0,0.0,0
2020-08-26 09:40:00,"[Features] Kakao Games is expected to hit the jackpot... Kakao, reports exceeded 400,000 won...",0,0.0,0.0,1.0,0.0,0
2020-08-26 13:15:00,"""Kakao itself will become a competitive Kakao Games... a global game company""",0,0.0,0.159,0.841,0.1779,1
2020-08-26 12:52:00,"[itM] Nam Gung-hun, CEO of Kakao Games ""The mission of'Kakao' itself is competitive...I...",-1,0.0,0.0,1.0,0.0,0
2020-08-26 12:23:00,"Kakao shared electric bicycle service expanded to Songpa-gu, Seoul",0,0.0,0.231,0.769,0.34,1
2020-08-26 12:52:00,"[itM] Nam Gung-hun, CEO of Kakao Games, ""The mission of'Kakao' itself is competitive...IP...",-1,0.0,0.0,1.0,0.0,0
2020-08-26 12:23:00,"Kakao shared electric bicycle service expanded to Songpa-gu, Seoul",0,0.0,0.231,0.769,0.34,1
2020-08-26 10:10:00,"[itM] Kakao, record high price... 400,000 won in front",0,0.0,0.316,0.684,0.5719,1
2020-08-26 10:05:00,Reports renewed ahead of Kakao's listing on Kakao Games,0,0.0,0.0,1.0,0.0,0
2020-08-26 10:00:00,"Listed on Kakao Games, to corona reflexes... Kakao, 52 weeks report",0,0.0,0.0,1.0,0.0,0
2020-08-26 09:40:00,"[Features] Kakao Games is expected to hit the jackpot... Kakao, reports exceeded 400,000 won...",0,0.0,0.0,1.0,0.0,0
2020-08-26 09:55:00,"[Features] Naver and Kakao, ""52 weeks reported"" side by side",0,0.0,0.0,1.0,0.0,0
2020-08-26 09:47:00,"Corona 19 re-proliferation, NAVER and Kakao, report 52 weeks side by side",0,0.0,0.0,1.0,0.0,0
2020-08-26 08:58:00,"[Hot-Line] ""Kakao, the segment of full-fledged sales growth…positive perspective""",0,0.0,0.0,1.0,0.0,0
2020-08-26 07:47:00,Kakao enters the section of user increase → sales increase-Investment in Korea,0,0.0,0.187,0.813,0.3182,1
2020-08-26 07:16:00,"[Click e-Stock] ""Kakao enters new business sales growth section""",0,0.0,0.245,0.755,0.3818,1
2020-08-25 17:15:00,"[Signal] Jeon Do-yeon and Su-ji's management companies, Soom Entertainment, funded 3 billion won in Kakao...",-1,0.0,0.351,0.649,0.7579,1
2020-08-24 18:29:00,Bae-min introduced'giving a gift',0,0.0,0.592,0.408,0.4404,1
2020-08-24 16:57:00,"[Exclusive] Introducing the people of delivery,'making a gift'… 'Match fire' to cacao",0,0.194,0.0,0.806,-0.34,-1
2020-08-24 17:26:00,"Kakao,'developers sweep', picks 3 times last year",0,0.0,0.0,1.0,0.0,0
2020-08-24 14:03:00,"Kakao, new developers from 8 affiliates... ""I don't see your education, age, or gender""",0,0.0,0.0,1.0,0.0,0
2020-08-24 11:47:00,"Kakao, Game, Mobility, Shopping, Pay, etc.",0,0.219,0.0,0.781,-0.1027,-1
2020-08-24 11:17:00,Open recruitment of new Kakao developers started… At least 100 people,0,0.0,0.0,1.0,0.0,0
2020-08-24 11:14:00,"Kakao, open recruitment of new developers… Blind method",0,0.278,0.0,0.722,-0.4019,-1
2020-08-24 11:10:00,Kakao Selects ○○○ Developers for Corona... 8 Affiliates Simultaneously...,0,0.0,0.0,1.0,0.0,0
2020-08-26 07:16:00,"[Click e-Stock] ""Kakao enters new business sales growth section""",0,0.0,0.245,0.755,0.3818,1
2020-08-25 17:15:00,"[Signal] Jeon Do-yeon and Su-ji's management companies, Soom Entertainment, funded 3 billion won in Kakao...",-1,0.0,0.351,0.649,0.7579,1
2020-08-24 18:29:00,Bae-min introduced'giving a gift',0,0.0,0.592,0.408,0.4404,1
2020-08-24 16:57:00,"[Exclusive] Introducing the people of delivery,'making a gift'… 'Match fire' to cacao",0,0.194,0.0,0.806,-0.34,-1
2020-08-24 17:26:00,"Kakao,'developers sweep', picks 3 times last year",0,0.0,0.0,1.0,0.0,0
2020-08-24 14:03:00,"Kakao, new developers from 8 affiliates... ""I don't see your education, age, or gender""",0,0.0,0.0,1.0,0.0,0
2020-08-24 11:47:00,"Kakao, Game, Mobility, Shopping, Pay, etc.",0,0.219,0.0,0.781,-0.1027,-1
2020-08-24 11:17:00,Open recruitment of new Kakao developers started… At least 100 people,0,0.0,0.0,1.0,0.0,0
2020-08-24 11:14:00,"Kakao, open recruitment of new developers… Blind method",0,0.278,0.0,0.722,-0.4019,-1
2020-08-24 11:10:00,Kakao Selects ○○○ Developers for Corona... 8 Affiliates Simultaneously...,0,0.0,0.0,1.0,0.0,0
2020-08-24 06:51:00,"""Netflix comes out""... Kakao and Naver'OTT Challenge'",0,0.0,0.178,0.822,0.0772,0
2020-08-24 05:50:00,"Kakao with star production team on vast IP ""Provides unprecedented experience""",0,0.0,0.0,1.0,0.0,0
2020-08-23 09:35:00,"[Market Point]'Kakao', No. 1 in KOSPI Weekly Personal Net Sale",0,0.216,0.0,0.784,-0.296,-1
2020-08-22 11:31:00,"Office workers ""In 10 years, Kakao's influence will be greater than Naver""",1,0.0,0.185,0.815,0.3612,1
2020-08-22 08:01:00,"[Weekly Recommendation of Hana Geumtu]'Attention to performance flow'... Samsung Electronics, Kakao, KM Double U",0,0.0,0.0,1.0,0.0,0
2020-08-21 15:46:00,Better than Kakao... Samyang Foods' operating margin of 17%,1,0.0,0.266,0.734,0.4404,1
2020-08-21 13:08:00,"Kakao, Naver and Toss open the way for financial supervision",0,0.0,0.0,1.0,0.0,0
2020-08-24 06:51:00,"""Netflix comes out""... Kakao and Naver'OTT Challenge'",0,0.0,0.178,0.822,0.0772,0
2020-08-24 05:50:00,"Kakao with star production team on vast IP ""Provides unprecedented experience""",0,0.0,0.0,1.0,0.0,0
2020-08-23 09:35:00,"[Market Point]'Kakao', No. 1 in KOSPI Weekly Personal Net Sale",0,0.216,0.0,0.784,-0.296,-1
2020-08-22 11:31:00,"Office workers ""In 10 years, Kakao's influence will be greater than Naver""",1,0.0,0.185,0.815,0.3612,1
2020-08-22 08:01:00,"[Weekly Recommendation of Hana Geumtu]'Attention to performance flow'... Samsung Electronics, Kakao, KM Double U",0,0.0,0.0,1.0,0.0,0
2020-08-21 15:46:00,Better than Kakao... Samyang Foods' operating margin of 17%,1,0.0,0.266,0.734,0.4404,1
2020-08-21 13:08:00,"Kakao, Naver and Toss open the way for financial supervision",0,0.0,0.0,1.0,0.0,0
2020-08-20 12:00:00,"From next year, Naver and Kakao will compare various bank products and borrow",0,0.0,0.0,1.0,0.0,0
2020-08-19 17:43:00,Released Kakao Mobility'Kakao T Proxy Premium',0,0.0,0.0,1.0,0.0,0
2020-08-19 11:36:00,"Kakao Mobility, Kakao T agency premium launch… Entered the corporate agency market",0,0.0,0.0,1.0,0.0,0
2020-08-19 10:18:00,“Agency driving is also advanced” ... Launched “Kakao T agency premium”,0,0.0,0.143,0.857,0.128,1
2020-08-18 17:18:00,"Kakao Commerce, Childcare Products Exhibition",0,0.0,0.0,1.0,0.0,0
2020-08-18 13:45:00,Kakao and Naver strong in re-proliferation of Corona 19 in the metropolitan area,1,0.0,0.216,0.784,0.5106,1
2020-08-19 10:18:00,“Agency driving is also advanced” ... Launched “Kakao T agency premium”,0,0.0,0.143,0.857,0.128,1
2020-08-18 17:18:00,"Kakao Commerce, Childcare Products Exhibition",0,0.0,0.0,1.0,0.0,0
2020-08-18 13:45:00,Kakao and Naver strong in re-proliferation of Corona 19 in the metropolitan area,1,0.0,0.216,0.784,0.5106,1
2020-08-18 11:37:00,"[itM] Corona re-proliferation concerns... 'Untact week' Kakao, the highest price ever",0,0.0,0.0,1.0,0.0,0
2020-08-18 09:44:00,[Features] Corona 19 re-proliferation concerns... Untact like Kakao is strong,0,0.0,0.42,0.58,0.7003,1
2020-08-17 16:43:00,SKT·KT starts working from home again… Kakao and Naver are also at home,0,0.0,0.0,1.0,0.0,0
2020-08-17 15:37:00,Stocks' rankings fluctuate in the aftermath of the corona... Celltrion and Kakao Suddenly,-1,0.0,0.0,1.0,0.0,0
2020-08-17 15:31:00,"Kakao, Kakao Pay and Talkboard continue to grow",0,0.167,0.0,0.833,-0.1027,-1
2020-08-16 17:44:00,Kakao expands stake in Japanese content company'Kadokawa',0,0.0,0.189,0.811,0.1027,1
2020-08-16 13:59:00,Kakao Increases Share of Japanese Content Company Kadokawa to 4.9%,0,0.0,0.196,0.804,0.296,1
2020-08-16 11:01:00,[Kim Yooseong Financial CAST] Why do Naver and Kakao look strong?,1,0.0,0.248,0.752,0.5106,1
2020-08-15 09:30:00,Naver and Kakao as'K Content Evangelists',0,0.0,0.0,1.0,0.0,0
2020-08-14 15:54:00,Kakao Makers donated 100 million to support the descendants of independence activists in the 75th anniversary of liberation,-1,0.0,0.137,0.863,0.4019,1
2020-08-14 10:56:00,Kakao Makers donated 100 million won in product proceeds on the 75th anniversary of liberation,-1,0.0,0.209,0.791,0.5719,1
2020-08-14 15:45:00,"Ministry of Science and ICT found Kakao T ""Mobility will grow significantly with the release of App Meter""",0,0.0,0.0,1.0,0.0,0
2020-08-14 11:21:00,"Naver vs. Kakao, the reason why the'corporate messenger' market is paying attention",0,0.0,0.0,1.0,0.0,0
2020-08-13 07:30:00,“Let's get points by taxi”…Kakao T Point released in September,0,0.0,0.0,1.0,0.0,0
2020-08-12 11:37:00,Financial companies' thirst for non-financial information... Naver and Kakao “Loosely”,0,0.0,0.0,1.0,0.0,0
2020-08-11 18:02:00,Naver and Kakao donate massively to flood recovery,0,0.0,0.0,1.0,0.0,0
2020-08-11 11:30:00,"“Dear flood victims, do our best” Donated 2 billion won to Kakao and 1.5 billion won to Naver",0,0.097,0.312,0.591,0.7269,1
2020-08-11 11:26:00,Naver and Kakao donate money side by side to heavy rain,0,0.0,0.0,1.0,0.0,0
2020-08-11 17:10:00,"Naver and Kakao run too much ""Full-scale adjustment"" vs. ""Hide""",0,0.0,0.0,1.0,0.0,0
2020-08-11 18:02:00,Naver and Kakao donate massively to flood recovery,0,0.0,0.0,1.0,0.0,0
2020-08-11 11:30:00,"“Dear flood victims, do our best” Donated 2 billion won to Kakao and 1.5 billion won to Naver",0,0.097,0.312,0.591,0.7269,1
2020-08-11 11:26:00,Naver and Kakao donate money side by side to heavy rain,0,0.0,0.0,1.0,0.0,0
2020-08-11 17:06:00,Samsung Electronics' brand value approaching 68 trillion won... Kakao's rapid increase,-1,0.0,0.343,0.657,0.5719,1
2020-08-11 17:02:00,Samsung's brand value of 68 trillion won overwhelmingly ranked first Kakao fastest growing,-1,0.082,0.426,0.492,0.743,1
2020-08-11 11:34:00,Chairman Kim Bum-soo donated 2 billion won to overcome the damage from heavy rains in Kakao,-1,0.161,0.186,0.653,0.128,1
2020-08-10 17:48:00,Kakao beat Naver in Japanese comics market,0,0.0,0.0,1.0,0.0,0
2020-08-10 17:27:00,Kakao Webtoon has a blast in Japan... #1 in sales of'Piccoma' app,0,0.0,0.0,1.0,0.0,0
2020-08-10 17:17:00,"“Growing K-webtoon... Kakao “Piccoma”, No. 1 non-game app in Japan",0,0.216,0.0,0.784,-0.296,-1
2020-08-10 14:54:00,Kakao Piccoma beats line manga in Japan,0,0.0,0.0,1.0,0.0,0
2020-08-10 09:37:00,Kakao fascinated the manga kingdom... 'Piccoma' No. 1 in non-game app sales in Japan,0,0.135,0.19,0.675,0.2263,1
2020-08-10 17:15:00,SKT-Kakao's '300 billion' blood alliance participates in content war,-1,0.328,0.0,0.672,-0.5994,-1
2020-08-10 09:18:00,“K Webtoon shakes Japan” ... Kakao “Piccoma” Japanese non-game app sales ...,0,0.0,0.0,1.0,0.0,0
2020-08-10 17:27:00,Kakao Webtoon has a blast in Japan... #1 in sales of'Piccoma' app,0,0.0,0.0,1.0,0.0,0
2020-08-10 17:17:00,"“Growing K-webtoon... Kakao “Piccoma”, No. 1 non-game app in Japan",0,0.216,0.0,0.784,-0.296,-1
2020-08-10 09:37:00,Kakao fascinated the manga kingdom... 'Piccoma' No. 1 in non-game app sales in Japan,0,0.135,0.19,0.675,0.2263,1
2020-08-10 10:28:00,"Kakao Naver, who goes well, will it take a breath",0,0.0,0.208,0.792,0.2732,1
2020-08-10 09:49:00,"K-webtoon'Winning and Victory'... Kakao Piccoma,'#1' in monthly app sales in Japan",1,0.0,0.0,1.0,0.0,0
2020-08-10 09:18:00,“K Webtoon shakes Japan” ... Kakao “Piccoma” Japanese non-game app sales ...,0,0.0,0.0,1.0,0.0,0
2020-08-10 09:17:00,"[Features] NAVER and Kakao, 2% decline in profit-taking",0,0.0,0.0,1.0,0.0,0
2020-08-10 07:56:00,"Kakao, Talkbiz, and content and new businesses are growing positive… Target price↑ -KB",0,0.0,0.124,0.876,0.1779,1
2020-08-10 07:46:00,"[Click e-stock] ""Kakao, earnest profit increase… target price 51%...",0,0.0,0.47,0.53,0.7351,1
2020-08-10 05:04:00,"Kakao and Naver, who have doubled their share price, claim to ""buy → hold""",0,0.0,0.155,0.845,0.296,1
2020-08-09 17:11:00,[Recommended Week of the Week] Promising Kakao and Yuhan Corp.,0,0.0,0.231,0.769,0.4019,1
2020-08-10 05:04:00,"Kakao and Naver, who have doubled their share price, claim to ""buy → hold""",0,0.0,0.155,0.845,0.296,1
2020-08-09 17:42:00,“Stable Orbit” for the Kakao New Business Three... It bears fruit from next year,0,0.0,0.0,1.0,0.0,0
2020-08-09 17:11:00,[Recommended Week of the Week] Promising Kakao and Yuhan Corp.,0,0.0,0.231,0.769,0.4019,1
2020-08-08 08:01:00,"[SK證 Weekly Recommendation Stock] The main trend is IT, bio, electric vehicles… ‘Kakao, Yuhan Yang, Eco...",0,0.0,0.0,1.0,0.0,0
2020-08-07 19:13:00,"Naver, Kakao, and Nate Sports News comments are temporarily suspended",-1,0.256,0.0,0.744,-0.4767,-1
2020-08-07 15:53:00,Stopping'the second Koemin'... Naver and Kakao Sports News comments temporarily suspended,-1,0.237,0.0,0.763,-0.4767,-1
2020-07-18 08:03:00,"[Weekly recommended stock, Hana Geumtu]'Betting on performance and momentum'… Kakao Cosmax Solid",0,0.0,0.254,0.746,0.34,1
2020-07-16 16:57:00,“Improve the quality of Kakao Taxi service”...,0,0.0,0.0,1.0,0.0,0
2020-07-13 17:31:00,"Naver and Kakao ""Fit as a platform without selling PB products""",0,0.0,0.217,0.783,0.3612,1
2020-07-13 16:12:00,Kakao announces 2Q results on the 6th of next month,0,0.0,0.0,1.0,0.0,0
2020-07-13 11:27:00,"Cheonggang University opens a special lecture for Kakao SW developers,'Gyeonggi-do type college student employment bridge",0,0.0,0.172,0.828,0.4019,1
2020-07-12 15:41:00,Naver and Kakao are all-time highs every day,0,0.0,0.0,1.0,0.0,0
2020-07-10 15:13:00,"Naver, Kakao, NC 100 yen'bang'… Corona also changed the market cap.",0,0.0,0.0,1.0,0.0,0
2020-07-10 11:30:00,Fintech company Toss “scraping” Kyobo Life·Kakao “sickness”,0,0.0,0.0,1.0,0.0,0
2020-07-10 10:03:00,Kyobo Life and Kakao “heartache” in toss scraping,0,0.0,0.0,1.0,0.0,0
2020-07-10 10:56:00,"[fnRASSI] Kakao (035720), 52 weeks report renewed...1.41...",0,0.0,0.0,1.0,0.0,0
2020-07-10 09:51:00,"[Features] Naver and Kakao, side-by-side at the highest price update",1,0.0,0.0,1.0,0.0,0
2020-07-10 09:30:00,"Naver, the first '300,000 won'... Naver, Kakao, NC market cap '100 trillion'",-1,0.0,0.0,1.0,0.0,0
2020-07-10 09:26:00,"Kakao employees returning to Pangyo, which has been burned out... Naver is '2 weeks extended'",0,0.0,0.0,1.0,0.0,0
2020-07-10 09:09:00,"[Intensive Analysis Issue Time] Non-face-to-face'Big 3'Naver, Kakao, NCsoft, where are they...",0,0.0,0.0,1.0,0.0,0
2020-07-10 08:16:00,Kakao's non-face-to-face business growth expected in 2H-Samsung,0,0.0,0.302,0.698,0.3818,1
2020-07-10 07:44:00,"Kakao, subsidiary IPO rally from 2H… Target price of 420,000 won-Samsung Corporation",0,0.0,0.0,1.0,0.0,0
2020-07-10 08:16:00,Kakao's non-face-to-face business growth expected in 2H-Samsung,0,0.0,0.302,0.698,0.3818,1
2020-07-10 07:44:00,"Kakao, subsidiary IPO rally from 2H… Target price of 420,000 won-Samsung Corporation",0,0.0,0.0,1.0,0.0,0
2020-07-09 08:19:00,"Kakao, Kakao Page'buy' more than 500 billion won transaction value-Mirae Asset...",-1,0.0,0.27,0.73,0.5719,1
2020-07-09 08:13:00,"Kakao webtoon business re-evaluation continued, webtoon business 10 trillion potential-future treatment",-1,0.0,0.0,1.0,0.0,0
2020-07-09 17:24:00,97 affiliates... Only 15 companies with the name'kakao,0,0.0,0.0,1.0,0.0,0
2020-07-09 17:21:00,Attack on Kakao... Is it possible to compete in market cap with Naver?,0,0.205,0.0,0.795,-0.4767,-1
2020-07-09 11:06:00,"Naver VS Kakao, who is the number one platform in Korea?",0,0.0,0.115,0.885,0.0772,0
2020-07-09 10:23:00,Naver is dominant in maps and webtoons... Kakao preempts finance and settlement,0,0.0,0.0,1.0,0.0,0
2020-07-09 08:24:00,Portal·SNS·Map is “Naver”… Messenger is overwhelmed by Kakao,0,0.0,0.146,0.854,0.0516,0
2020-07-09 16:56:00,"Kakao, report is renewed again... Market cap exceeded 30 trillion won",-1,0.0,0.27,0.73,0.5719,1
2020-07-09 16:29:00,"Corona beneficiaries of advance.. Seegene, Naver, Kakao, how far will it go?",0,0.0,0.203,0.797,0.4215,1
2020-07-09 16:14:00,"2nd leap declaration Kakao Hair Shop, 4th anniversary promotion",0,0.0,0.0,1.0,0.0,0
2020-07-09 14:16:00,"Blockchain Karaoke Something, Kakao Blockchain'Clayton' Ride",0,0.0,0.0,1.0,0.0,0
2020-07-09 11:31:00,“Kakao and Naver get out” KB Pay will be launched in September,0,0.109,0.116,0.775,0.0258,0
2020-07-09 10:19:00,[Exclusive] KB Pay launched in September... Kakao-Naver “get out”,0,0.141,0.152,0.707,0.0258,0
2020-07-09 11:31:00,“Kakao and Naver get out” KB Pay will be launched in September,0,0.109,0.116,0.775,0.0258,0
2020-07-09 11:17:00,‘Untact beneficiary’ the highest price ever during Naver and Kakao market,1,0.0,0.0,1.0,0.0,0
2020-07-09 11:06:00,"Naver VS Kakao, who is the number one platform in Korea?",0,0.0,0.115,0.885,0.0772,0
2020-07-09 10:23:00,Naver is dominant in maps and webtoons... Kakao preempts finance and settlement,0,0.0,0.0,1.0,0.0,0
2020-07-09 08:24:00,Portal·SNS·Map is “Naver”… Messenger is overwhelmed by Kakao,0,0.0,0.146,0.854,0.0516,0
2020-07-09 10:27:00,"""Let's get a cacao taxi!""... NHN·I-Navi·Code42 “Combined” [IT Prep!]",0,0.0,0.0,1.0,0.0,0
2020-07-09 10:06:00,[fnRASSI] Kakao reports 52 weeks...5.03% ↑,0,0.0,0.0,1.0,0.0,0
2020-07-09 10:05:00,Corona 19 prolonged report of 52 weeks of Untact boss Naver and Kakao,-1,0.0,0.0,1.0,0.0,0
2020-07-09 09:45:00,"In anticipation of the ‘untouch future’, a report with Kakao and NAVER",0,0.0,0.123,0.877,0.1027,1
2020-07-09 09:43:00,"[Features] Naver and Kakao, ""52 weeks reported""... Expect to benefit from Untact",1,0.0,0.214,0.786,0.4588,1
2020-07-09 09:31:00,[Features]'Expected to benefit from Untact' NAVER and Kakao report accompanying,1,0.0,0.25,0.75,0.4588,1
2020-07-09 09:17:00,"[Features] Kakao, 52 weeks report... Expected to continue to benefit from Untact",1,0.0,0.214,0.786,0.4588,1
2020-07-09 10:05:00,Corona 19 prolonged report of 52 weeks of Untact boss Naver and Kakao,-1,0.0,0.0,1.0,0.0,0
2020-07-09 09:43:00,"[Features] Naver and Kakao, ""52 weeks reported""... Expect to benefit from Untact",1,0.0,0.214,0.786,0.4588,1
2020-07-09 09:31:00,[Features]'Expected to benefit from Untact' NAVER and Kakao report accompanying,1,0.0,0.25,0.75,0.4588,1
2020-07-09 09:36:00,"'Kakao' increased by more than 5%, rising due to the regular alignment of the short- and medium-term moving average",0,0.0,0.104,0.896,0.2732,1
2020-07-09 09:28:00,"Kakao, Internet leading stock theme rises 2.09% ↑",0,0.0,0.0,1.0,0.0,0
2020-07-09 09:06:00,"52 weeks of'Kakao' report renewed, surprise again? -Meritz Securities, B...",0,0.0,0.35,0.65,0.5106,1
2020-07-09 08:45:00,Kakao continues to benefit from Untact through prolonged Corona 19...,0,0.0,0.25,0.75,0.4588,1
2020-07-09 08:26:00,Kakao continues to benefit from Untact through prolonged Corona 19 Target price↑-instead of,0,0.0,0.2,0.8,0.4588,1
2020-07-09 08:24:00,Portal·SNS·Map is “Naver”… Messenger is overwhelmed by Kakao,0,0.0,0.146,0.854,0.0516,0
2020-07-09 08:19:00,"Kakao, Kakao Page'buy' over 500 billion won in transaction value-Mirae Asset...",-1,0.0,0.27,0.73,0.5719,1
2020-07-09 08:45:00,Kakao continues to benefit from Untact through prolonged Corona 19...,0,0.0,0.25,0.75,0.4588,1
